doi,created
10.4103/jgid.jgid_60_18,2018-11-29
10.1590/s1806-37562018000000130,2018-11-30
10.4103/ua.ua_177_18,2019-03-15
10.4103/jpbs.jpbs_217_18,2019-04-29
10.4103/jgid.jgid_84_18,2019-05-27
10.4103/atm.atm_179_18,2019-06-26
10.4103/ijcm.ijcm_110_19,2019-09-20
10.31557/apjcp.2019.20.3.757,2019-03-23
10.4103/jlp.jlp_6_19,2019-12-19
10.1007/s00018-004-4257-y,2004-10-28
10.1007/s00018-004-4240-7,2004-11-10
10.1007/s00018-004-4242-5,2004-11-10
10.1007/s00018-004-4222-9,2004-08-13
10.1007/s00063-003-1272-y,2012-03-02
10.1007/s00281-002-0105-z,2003-02-12
10.1007/s00063-004-1007-8,2004-07-22
10.1007/s00063-006-1127-4,2006-12-13
10.1007/s00103-004-0868-6,2004-07-13
10.1007/s00063-003-1271-z,2012-03-02
10.1038/257508a0,2005-08-03
10.1007/bf00691641,2004-11-28
10.1203/00006450-198306000-00009,2007-04-13
10.1007/bf00691421,2004-11-29
10.1203/00006450-199604001-01063,2007-04-13
10.1007/bf00689993,2004-11-29
10.1023/b:joci.0000025443.44833.1d,2004-04-28
10.1007/bf00686205,2004-11-29
10.1007/bf00690797,2004-11-29
10.1203/00006450-198803000-00010,2007-04-13
10.1007/bf00702672,2004-11-30
10.1203/01.pdr.0000238247.86041.19,2006-08-29
10.1007/bf00310138,2004-10-10
10.1203/01.pdr.0000129184.87042.fc,2004-05-25
10.1007/bf00686390,2004-11-28
10.1007/bf01718835,2005-06-12
10.1007/bf01311339,2005-03-26
10.1007/bf01315263,2005-03-26
10.1007/bf01310494,2005-03-25
10.1007/bf01310957,2005-03-25
10.1007/bf01322744,2005-03-27
10.1007/bf01310802,2005-03-25
10.1007/s007050070087,2003-02-12
10.1007/bf01320763,2005-03-26
10.1007/bf01487681,2005-04-19
10.1007/bf01309634,2005-03-25
10.1007/bf01317915,2005-03-26
10.1007/bf01319806,2005-03-26
10.1007/bf01321116,2005-03-26
10.1007/bf01348016,2005-03-27
10.1007/bf01718615,2005-06-12
10.1007/bf01315570,2005-03-25
10.1007/s007050050024,2003-02-12
10.1007/bf01315553,2005-03-26
10.1007/bf01378976,2005-04-02
10.1007/bf01322671,2005-03-26
10.1007/bf01317869,2005-03-25
10.1007/bf01310994,2005-03-25
10.1007/bf01341722,2005-03-27
10.1007/bf01314238,2005-03-25
10.1007/s007050170117,2003-02-12
10.1007/bf01310740,2005-03-25
10.1007/bf01309300,2005-03-25
10.1203/01.pdr.0000101756.93542.09,2003-11-11
10.1007/bf01315291,2005-03-26
10.1007/bf01309453,2005-03-26
10.1007/bf01317539,2005-03-26
10.1007/bf01317542,2005-03-26
10.1007/bf01313776,2005-03-25
10.1007/bf01309861,2005-03-25
10.1007/bf01315030,2005-03-26
10.1007/bf01317337,2005-03-26
10.1007/s007050050001,2003-02-12
10.1007/bf01315046,2005-03-25
10.1007/bf01378969,2005-04-02
10.1007/bf00691492,2004-11-29
10.1007/bf01341725,2005-03-27
10.1007/bf01310860,2005-03-25
10.1007/bf01310716,2005-03-25
10.1007/bf01310017,2005-03-26
10.1007/bf01314299,2005-03-26
10.1007/bf01314306,2005-03-26
10.1007/bf01315312,2005-03-25
10.1007/bf01379125,2005-04-01
10.1007/s007050070114,2003-02-12
10.1007/bf01314779,2005-03-25
10.1007/bf01317192,2005-03-26
10.1007/bf01315546,2005-03-26
10.1007/bf01253764,2005-03-23
10.1007/bf01318243,2005-03-25
10.1007/bf01309682,2005-03-26
10.1007/bf01310497,2005-03-25
10.1007/bf01309962,2005-03-26
10.1007/bf01318134,2005-03-26
10.1007/bf01314587,2005-03-26
10.1007/bf01320789,2005-03-26
10.1007/bf01317424,2005-03-26
10.1007/bf01320252,2005-03-26
10.1007/bf01348032,2005-03-27
10.1007/bf01315165,2005-03-25
10.1007/bf01319234,2005-03-26
10.1007/bf01315701,2005-03-25
10.1007/bf01309581,2005-03-25
10.1007/bf01309958,2005-03-26
10.1007/bf01317953,2005-03-26
10.1007/bf01313779,2005-03-25
10.1007/bf01718326,2005-07-05
10.1007/bf01316746,2005-03-26
10.1007/bf01314841,2005-03-26
10.1007/bf02121145,2005-09-15
10.1007/bf01309862,2005-03-25
10.1007/bf01317606,2005-03-25
10.1007/bf01314735,2005-03-25
10.1007/bf01315554,2005-03-26
10.1007/bf01314116,2005-03-26
10.1007/bf01315637,2005-03-26
10.1007/s007050170053,2003-02-12
10.1007/bf01315022,2005-03-25
10.1007/bf01310747,2005-03-25
10.1007/bf01310564,2005-03-26
10.1007/bf01309782,2005-03-25
10.1007/bf01487679,2005-04-19
10.1007/bf01311080,2005-03-25
10.1007/bf01309676,2005-03-26
10.1007/bf02123590,2005-09-14
10.1007/bf01317928,2005-03-26
10.1007/bf01718832,2005-06-12
10.1007/bf01311003,2005-03-26
10.1007/bf01320593,2005-03-26
10.1007/bf01311222,2005-03-25
10.1007/bf01317493,2005-03-25
10.1007/bf01320795,2005-03-26
10.1007/bf01313955,2005-03-25
10.1007/bf01310536,2005-03-26
10.1007/bf01318001,2005-03-26
10.1007/bf01316754,2005-03-26
10.1007/bf01321123,2005-03-26
10.1007/bf01311303,2005-03-25
10.1007/bf01378646,2005-04-01
10.1007/bf01315155,2005-03-25
10.1007/bf01718168,2005-06-12
10.1007/bf01315542,2005-03-26
10.1007/s00705-002-0888-1,2003-03-05
10.1007/bf01310027,2005-03-26
10.1007/bf01314440,2005-03-25
10.1007/bf01718291,2005-07-05
10.1007/bf01309589,2005-03-25
10.1007/bf01314429,2005-03-26
10.1007/bf01309675,2005-03-26
10.1007/bf01322174,2005-03-26
10.1007/bf01309660,2005-03-26
10.1007/bf01310560,2005-03-25
10.1007/bf01253752,2005-03-23
10.1007/bf01317894,2005-03-25
10.1007/bf01310058,2005-03-25
10.1007/bf01311067,2005-03-25
10.1007/bf01317185,2005-03-26
10.1007/bf01311312,2005-03-25
10.1007/bf01311338,2005-03-26
10.1007/bf00194172,2004-08-27
10.1007/bf01718424,2005-06-12
10.1007/bf01309659,2005-03-26
10.1007/bf01313956,2005-03-25
10.1007/bf01310979,2005-03-25
10.1007/bf01311223,2005-03-25
10.1007/bf01310896,2005-03-25
10.1007/bf01319228,2005-03-26
10.1007/bf01314455,2005-03-26
10.1007/bf01311354,2005-03-25
10.1007/bf01253769,2005-03-23
10.1007/bf01314624,2005-03-26
10.1007/bf01314977,2005-03-26
10.1007/bf01310791,2005-03-25
10.1007/bf01316676,2005-03-26
10.1007/bf01310822,2005-03-25
10.1007/bf01310579,2005-03-26
10.1007/bf01316905,2005-03-26
10.1007/bf01309365,2005-03-25
10.1007/bf01309626,2005-03-25
10.1007/bf01322667,2005-03-26
10.1007/bf01323164,2005-03-26
10.1007/bf01315624,2005-03-26
10.1007/bf02121147,2005-09-15
10.1007/bf01323240,2005-03-26
10.1007/bf01317959,2005-03-26
10.1007/bf00496077,2004-11-15
10.1007/bf01314284,2005-03-26
10.1007/bf01315636,2005-03-26
10.1007/bf01251020,2005-03-23
10.1007/bf01320246,2005-03-26
10.1007/bf01318085,2005-03-26
10.1007/bf01314456,2005-03-26
10.1007/bf01309260,2005-03-25
10.1007/s00705-003-0162-1,2003-11-21
10.1007/s007050070044,2003-02-12
10.1007/bf01311109,2005-03-25
10.1007/bf01322747,2005-03-27
10.1007/bf01317889,2005-03-25
10.1007/bf01309627,2005-03-25
10.1007/bf01242179,2005-02-26
10.1007/bf01315563,2005-03-25
10.1007/bf01310668,2005-03-26
10.1007/bf01311173,2005-03-25
10.1007/bf01317815,2005-03-25
10.1007/bf01314832,2005-03-26
10.1007/bf01314978,2005-03-26
10.1007/bf01317848,2005-03-26
10.1007/bf02124822,2005-09-14
10.1007/bf01317007,2005-03-27
10.1007/bf01314476,2005-03-25
10.1007/bf01322757,2005-03-27
10.1007/bf01314650,2005-03-25
10.1007/bf01310629,2005-03-26
10.1007/bf01310476,2005-03-25
10.1007/bf01321064,2005-03-26
10.1007/bf01310043,2005-03-25
10.1007/bf01320772,2005-03-26
10.1007/bf01311068,2005-03-25
10.1007/bf01314383,2005-03-26
10.1007/bf01315633,2005-03-26
10.1007/s00705-002-0904-5,2003-11-21
10.1007/s007050170147,2003-02-12
10.1007/bf01310786,2005-03-26
10.1007/bf01310988,2005-03-25
10.1007/bf01315532,2005-03-25
10.1007/bf01321128,2005-03-26
10.1007/bf01314032,2005-03-26
10.1007/bf01718432,2005-06-12
10.1007/bf01322758,2005-03-27
10.1007/bf01310714,2005-03-25
10.1007/bf01309637,2005-03-25
10.1007/bf01317914,2005-03-26
10.1007/bf01315421,2005-03-25
10.1007/bf02123666,2005-09-14
10.1007/bf01315166,2005-03-25
10.1007/bf01319005,2005-03-26
10.1007/bf01318094,2005-03-26
10.1007/bf01309539,2005-03-26
10.1007/bf01309475,2005-03-26
10.1007/bf01314478,2005-03-25
10.1007/s007050170011,2003-02-12
10.1007/bf01310744,2005-03-25
10.1007/bf01313749,2005-03-25
10.1007/bf01319807,2005-03-26
10.1007/bf01314481,2005-03-25
10.1007/bf01320963,2005-03-26
10.1007/bf01320245,2005-03-26
10.1007/bf01310473,2005-03-25
10.1007/bf01250502,2005-02-26
10.1007/bf01317891,2005-03-25
10.1007/bf01317496,2005-03-25
10.1007/bf01314983,2005-03-26
10.1007/bf01315534,2005-03-25
10.1007/bf01311102,2005-03-25
10.1007/bf01309893,2005-03-26
10.1007/bf01249930,2005-02-26
10.1007/bf01470931,2005-04-13
10.1007/bf02102483,2005-09-12
10.1007/bf00588045,2004-11-23
10.1007/bf00245265,2004-10-03
10.1007/bf00192680,2004-08-27
10.1007/bf01872889,2005-07-02
10.1007/bf00178246,2004-08-21
10.1007/bf01658705,2005-05-08
10.1007/bf00196162,2004-08-28
10.1007/bf00202176,2004-08-31
10.1007/bf00196164,2004-08-28
10.1007/bf01733070,2005-06-13
10.1007/bf00197296,2004-08-28
10.1007/bf00197249,2004-08-28
10.1007/bf01923512,2005-07-23
10.1007/bf00792605,2004-12-11
10.1007/bf01062362,2005-01-30
10.1007/bf01945522,2005-07-27
10.1007/bf00194614,2004-08-28
10.1007/bf00197504,2004-08-28
10.1007/bf00167446,2004-11-06
10.1007/bf00197508,2004-08-28
10.1023/b:glyc.0000043292.64358.f1,2004-09-28
10.1023/b:hijo.0000032360.01976.81,2004-06-21
10.1007/bf01606908,2005-04-29
10.1007/bf01538135,2005-04-19
10.1007/s10557-005-6900-8,2005-05-27
10.1023/b:bile.0000025878.30350.d5,2004-04-29
10.1023/a:1027383729767,2003-11-09
10.1007/bf00292332,2004-10-05
10.1007/bf02484430,2006-09-19
10.1023/b:bebm.0000028139.02582.97,2004-05-19
10.1007/bf00280474,2020-01-02
10.1007/bf00318811,2004-10-18
10.1007/bf01464768,2005-04-13
10.1007/bf01300207,2005-03-25
10.1007/s10620-005-2940-y,2005-09-26
10.1007/bf01880670,2005-07-04
10.1007/s10529-005-7176-6,2005-08-09
10.1007/bf02899539,2008-05-04
10.1007/bf00284481,2006-03-08
10.1007/bf00145064,2004-11-01
10.1007/bf01296974,2005-03-25
10.1007/bf01296981,2005-03-25
10.1007/bf01435985,2005-04-12
10.1007/bf00213739,2004-09-02
10.1007/s10858-004-6890-z,2005-02-03
10.1023/b:bile.0000013708.65032.f1,2004-01-30
10.1023/a:1015653608151,2002-12-29
10.1007/bf00157021,2004-11-06
10.1007/bf01977473,2005-08-01
10.1007/bf01391753,2005-04-02
10.1007/bf02190802,2005-09-21
10.1007/s10969-005-2664-4,2005-10-06
10.1007/bf00314352,2004-10-11
10.1007/bf01300705,2005-03-25
10.1023/a:1018844608861,2003-02-19
10.1007/s10719-006-5439-7,2006-03-30
10.1023/b:ddas.0000026295.64670.d1,2004-05-04
10.1007/s00415-004-0519-8,2004-10-20
10.1023/b:dobi.0000039473.88598.16,2004-08-27
10.1007/bf02014331,2005-08-15
10.1007/bf02072373,2005-08-14
10.1007/s10719-006-5438-8,2006-03-30
10.1007/bf00311165,2004-10-10
10.1023/b:dobs.0000017131.06970.74,2004-02-24
10.1007/bf02184688,2005-09-20
10.1007/bf00279376,2004-10-03
10.1023/b:dobs.0000039701.92375.b6,2004-08-31
10.1007/bf00121910,2004-09-27
10.1007/bf00505035,2004-11-17
10.1007/bf00279377,2004-10-03
10.1023/a:1026626822298,2003-11-06
10.1023/a:1020395701887,2003-03-15
10.1007/bf00462030,2004-11-14
10.1007/bf00318596,2004-10-13
10.1007/s10719-006-5437-9,2006-03-30
10.1007/bf00280294,2004-10-03
10.1007/bf00259684,2004-09-27
10.1163/156856003322699627,2004-01-18
10.1007/bf00931081,2005-01-03
10.1007/bf01877206,2005-07-04
10.1007/s11262-005-6914-0,2006-05-27
10.1007/s11136-005-1463-5,2006-02-08
10.1023/a:1008099209942,2002-12-22
10.1007/s11908-004-0011-8,2007-05-25
10.1007/bf01839302,2005-06-28
10.1007/bf00497787,2004-11-16
10.1007/bf02633955,2007-05-19
10.1007/s11262-006-0072-x,2006-09-21
10.1023/a:1005916917228,2002-12-22
10.1007/bf00343250,2004-10-29
10.1023/a:1022354322226,2003-03-28
10.1007/bf01206664,2005-03-22
10.1360/03yc0137,2004-07-14
10.1007/s11262-004-2194-3,2005-06-16
10.1007/s11427-006-2023-0,2006-10-04
10.1007/s11906-005-0088-y,2007-05-25
10.1007/bf00343255,2004-10-29
10.1007/s11882-003-0093-7,2007-06-04
10.1007/bf02831124,2010-06-22
10.1007/s11596-007-0301-0,2007-07-19
10.1007/s11910-003-0085-y,2007-05-25
10.1007/bf01721323,2005-06-12
10.1023/a:1008057118625,2002-12-22
10.1023/a:1011147832586,2002-12-23
10.1007/s11262-005-0070-4,2006-09-21
10.1007/s11262-005-1788-8,2005-07-15
10.1007/bf01839005,2005-06-28
10.1007/bf00570024,2004-11-20
10.1007/s11248-005-1676-y,2005-11-28
10.1007/s11908-003-0089-4,2007-05-25
10.1007/bf01702594,2005-06-10
10.1007/bf02214981,2005-10-06
10.1007/bf00125345,2004-11-04
10.1007/bf00966696,2005-01-13
10.1023/a:1023447732567,2003-06-06
10.1007/s11262-005-0035-7,2006-06-21
10.1007/s11427-007-0080-7,2007-09-18
10.1007/s11882-001-0049-8,2007-06-02
10.1007/s11908-003-0075-x,2007-05-25
10.1023/a:1008048916808,2002-12-22
10.1023/a:1011831902219,2002-12-23
10.1023/a:1010634810315,2002-12-22
10.1023/a:1008060522426,2002-12-22
10.1007/bf00362802,2004-11-02
10.1007/s11259-006-3167-x,2006-01-25
10.1007/s11262-004-6783-y,2005-04-12
10.1023/b:trag.0000005114.23991.bc,2003-11-25
10.1007/bf01102895,2005-02-05
10.1007/bf01474548,2005-04-13
10.1007/s11908-005-0023-z,2007-05-25
10.1007/bf00965504,2005-01-13
10.1023/a:1008138520451,2002-12-22
10.1023/b:trag.0000017178.79427.2c,2004-02-24
10.1007/bf00965831,2005-01-13
10.1023/a:1008179208217,2002-12-22
10.1007/bf00344943,2004-10-29
10.1023/a:1008934912555,2002-12-22
10.1023/a:1022112717331,2003-03-22
10.1007/bf01702878,2005-06-10
10.1007/bf00343215,2004-10-29
10.1007/bf00230635,2004-09-10
10.1023/a:1005281619260,2002-12-21
10.1007/s11908-004-0013-6,2007-05-25
10.1023/a:1008987403484,2002-12-22
10.1007/bf01839180,2005-06-28
10.1007/s11427-008-0002-3,2008-01-04
10.1007/s11248-005-5697-3,2005-07-28
10.1007/s11259-006-3373-6,2006-11-30
10.1007/s11882-005-0029-5,2007-06-02
10.1023/a:1020130410601,2003-03-15
10.1007/bf00039382,2004-11-22
10.1023/a:1020178326531,2003-03-15
10.1007/bf02831095,2010-06-22
10.1007/bf00965751,2005-01-12
10.1007/bf00230632,2004-09-10
10.1007/s11262-005-6867-3,2006-04-08
10.1007/bf02356948,2006-04-07
10.1007/s11908-004-0012-7,2007-05-25
10.1007/bf01538652,2005-04-19
10.1023/a:1024443112717,2003-09-15
10.1007/s11908-000-0028-6,2007-05-25
10.1385/criai:29:3:333,2005-12-29
10.1007/bf03019388,2009-05-03
10.1007/bf02907467,2008-05-14
10.1385/jmn:28:3:285,2006-05-16
10.1007/bf02989882,2014-02-15
10.1385/mb:25:2:107,2003-11-17
10.1007/bf02931647,2008-08-09
10.1007/bf03018360,2009-05-03
10.1007/bf03018720,2009-05-03
10.1007/bf03018359,2009-05-03
10.1385/ir:24:2:111,2003-11-17
10.1385/ir:31:1:01,2004-12-13
10.1385/ir:21:1:1,2003-11-17
10.1385/nmm:7:3:243,2005-10-24
10.1007/bf02989885,2014-02-15
10.1385/mb:33:2:141,2006-06-06
10.1007/bf02816247,2008-01-21
10.1007/bf02786444,2007-12-20
10.1007/bf03159960,2009-08-21
10.1007/bf03033370,2009-07-20
10.1007/bf03019387,2009-05-03
10.1007/bf03018361,2009-05-03
10.1385/ir:35:1:27,2006-10-10
10.1007/bf03016300,2009-05-03
10.1007/bf02935626,2008-08-02
10.1007/bf02705108,2007-09-19
10.1385/criai:31:1:1,2006-09-07
10.1385/nmm:8:3:353,2006-06-14
10.1007/s12019-004-0025-z,2007-05-14
10.1007/bf02723614,2007-10-16
10.1385/ir:24:2:121,2003-11-17
10.1007/bf02724189,2007-10-16
10.1007/bf02740619,2007-11-17
10.1038/laban1104-36,2004-10-28
10.1038/laban0908-421,2008-08-21
10.1038/laban0204-26,2004-07-02
10.1038/laban0208-81,2008-01-24
10.1038/laban0708-308,2008-06-20
10.1038/laban0808-361,2008-07-23
10.1038/laban0610-175,2010-05-19
10.1038/laban0210-36,2010-01-21
10.1038/laban0503-44,2008-11-03
10.1038/laban0509-161,2009-04-22
10.1038/423905a,2003-06-25
10.1038/423004a,2003-04-30
10.1038/427087b,2004-01-07
10.1038/nature04735,2006-05-10
10.1038/423207b,2003-05-14
10.1080/13550280701750635,2008-02-26
10.1038/422547a,2003-04-09
10.1038/288536a0,2004-11-17
10.1038/427277a,2004-01-21
10.1038/422459b,2003-04-02
10.1038/305150a0,2004-11-18
10.1038/320543a0,2004-11-18
10.1080/13550280260422695,2003-01-06
10.1038/nj6941-784a,2003-06-11
10.1080/13550280290101021,2003-01-29
10.1038/nature04153,2005-11-16
10.1080/135502801753170264,2002-07-26
10.1038/423003b,2003-04-30
10.1038/425915a,2003-10-29
10.1038/423576b,2003-06-04
10.1080/135502802317247820,2002-07-26
10.1038/nature03712,2005-07-06
10.1080/135502801300069610,2002-07-26
10.1038/427185a,2004-01-14
10.1038/nature02145,2003-11-26
10.1080/13550280490280292,2004-05-11
10.1038/423467a,2003-05-28
10.1038/298279a0,2004-11-17
10.1080/13550280290049534,2002-07-26
10.1038/nature03063,2004-12-16
10.1038/426752a,2003-12-18
10.1080/13550280591002379,2005-09-19
10.1038/426609a,2003-12-10
10.1080/135502801753170273,2002-07-26
10.1080/13550280390194046,2009-12-08
10.1038/308751a0,2004-11-18
10.1080/13550280390201029,2009-12-08
10.1038/357417a0,2003-06-12
10.1038/nature02104,2003-12-10
10.1038/nature05775,2007-05-16
10.1038/nature04322,2006-01-06
10.1080/13550280260422686,2003-01-07
10.1080/135502801753170282,2002-07-26
10.3109/13550284.2010.497806,2010-07-19
10.1038/423370b,2003-05-21
10.1038/nj6959-746a,2003-10-15
10.1038/427089b,2004-01-07
10.1038/423103b,2003-05-07
10.1038/422545b,2003-04-09
10.1038/424113a,2003-07-09
10.1038/322544a0,2004-11-18
10.1038/424602a,2003-08-06
10.1038/nature02007,2003-10-15
10.1080/13550280490262229,2004-05-11
10.1038/429603a,2004-06-10
10.1080/13550280260422703,2003-01-07
10.1038/423791a,2003-06-18
10.1080/135502802317247785,2002-07-26
10.1080/13550280290049598,2002-07-26
10.1038/423240a,2003-05-14
10.1038/353394a0,2003-06-12
10.1038/nature02463,2004-04-01
10.1038/424121a,2003-07-09
10.1038/422247a,2003-03-19
10.1038/424983a,2003-08-27
10.1080/13550280590952808,2005-09-07
10.1038/357420a0,2003-06-12
10.1080/13550280701620754,2007-12-20
10.1038/423003a,2003-04-30
10.1080/13550280500187724,2005-11-15
10.1038/423114a,2003-05-07
10.1038/429007b,2004-05-05
10.1038/422364b,2003-03-26
10.1038/422652a,2003-04-16
10.1038/nature01876,2003-08-06
10.1038/nm0503-487,2003-04-30
10.1038/nm1007-1142b,2007-10-04
10.1038/nm0895-742,2004-08-19
10.1038/nm1203-1441a,2003-11-26
10.1038/89098,2002-07-26
10.1038/71503,2002-07-26
10.1038/nm1151,2004-12-01
10.1038/nm0503-492,2003-04-30
10.1038/nm1150,2004-12-01
10.1038/nm0503-479,2003-04-30
10.1038/nm0904-886,2004-08-31
10.1038/nm0703-887,2003-06-30
10.1038/nm0805-821,2005-08-03
10.1038/nm1153,2004-12-01
10.1038/nm1003-1225,2003-09-30
10.1038/nm0204-133,2004-02-03
10.1038/nm1003-1229b,2003-09-30
10.1038/nm0204-112a,2004-02-03
10.1038/nm0909-982,2009-09-04
10.1038/nm1149,2004-12-01
10.1038/nm0405-358a,2005-04-06
10.1038/nm0208-109,2008-02-06
10.1038/nbt0910-910,2010-09-09
10.1038/nrmicro1840,2008-03-17
10.1038/nrmicro1178,2005-07-01
10.1038/nrmicro1343,2006-01-17
10.1038/nrmicro776,2004-10-19
10.1038/nrmicro1890,2008-04-16
10.1038/nrd1694,2005-04-01
10.1038/nrc2665,2009-06-24
10.1038/nrmicro2043,2008-11-14
10.1038/nrg2003,2006-12-01
10.1038/6642,2002-07-26
10.1038/nrmicro1896-c2,2009-09-16
10.1038/nri725,2002-07-26
10.1038/nri1259,2004-01-05
10.1038/nbt0808-886,2008-08-07
10.1038/nbt1105-1370,2005-11-04
10.1038/nbt0806-942,2006-08-09
10.1038/nbt0304-267a,2004-02-27
10.1038/nbt0509-420,2009-05-08
10.1038/nbt0108-37,2008-01-08
10.1038/nrmicro1704,2007-07-16
10.1038/nrmicro863,2004-03-19
10.1038/nrg2379,2008-05-16
10.1038/nbt1207-1375,2007-12-07
10.1038/nbt1007-1075,2007-10-05
10.1038/nrmicro1599,2007-01-16
10.1038/nrg2583,2009-06-30
10.1038/nri1310,2004-03-24
10.1038/nsmb0708-653,2008-07-03
10.1038/nri1307,2004-03-24
10.1038/ncpneph0166,2006-05-16
10.1038/ncpgasthep0167,2005-11-02
10.1038/ng0607-691,2007-05-29
10.1038/nrmicro820,2004-10-19
10.1038/nri2569,2009-06-12
10.1038/nri1105,2003-05-30
10.1038/nrmicro865,2004-03-19
10.1038/81169,2002-07-26
10.1038/nrd2973,2009-10-30
10.1038/nri1999,2006-12-22
10.1038/nrg1089,2003-05-30
10.1038/nrmicro732,2004-01-16
10.1038/nbt0703-720a,2003-06-30
10.1038/nri2161,2007-09-03
10.1038/nrd1282,2004-01-05
10.1038/nbt0404-387,2004-04-01
10.1038/nri2394,2008-08-26
10.1038/nri1439,2004-09-01
10.1038/nrmicro2129,2009-04-16
10.1038/nchembio839,2006-11-16
10.1038/nrd1176,2003-09-01
10.1038/nrmicro975,2004-10-19
10.1038/nrmicro891,2004-04-21
10.1038/nrmicro1326,2005-12-15
10.1038/nri2092,2007-05-04
10.1038/nbt1294-1349,2004-08-18
10.1038/nsmb0208-117,2008-02-05
10.1038/nri1732,2005-12-01
10.1038/nrd1987,2006-03-03
10.1038/ni0805-743,2005-07-20
10.1038/nsmb1005-831,2005-10-04
10.1038/nbt0310-189c,2010-03-08
10.1038/nrmicro775,2004-10-19
10.1038/nrg1183,2003-10-03
10.1038/nrmicro1853,2008-03-26
10.1038/nrmicro1709,2007-06-11
10.1038/ng0705-665,2005-06-30
10.1038/nbt0498-349,2004-08-18
10.1038/nrmicro824,2004-10-19
10.1038/nbt0905-1059,2005-09-08
10.1038/nrmicro928,2004-06-15
10.1038/nrmicro1597,2007-01-16
